Run!	Lari!
I am going to play tennis.	Saya akan bermain tenis.
I am living the good life.	Aku menjalani hidup yang baik.
I appreciate your efforts.	Saya menghargai kerja keras anda.
I ate a hot dog for lunch.	Saya makan hot dog untuk makan siang.
I bought a red sports car.	Aku membeli sebuah mobil sport merah.
I came to Japan last year.	Aku datang ke Jepang tahun lalu.
I can't bend my right arm.	Aku tidak bisa menekuk tangan kananku.
I can't explain it either.	Aku juga tidak dapat menjelaskannya.
I can't go until he comes.	Aku tidak bisa pergi sebelum dia datang.
I can't lift my right arm.	Aku tidak bisa mengangkat lengan kananku.
I can't remember his name.	Aku tidak bisa mengingat namanya.
I can't take this anymore.	Aku tidak tahan lagi.
I can't take this anymore.	Aku sudah tidak tahan lagi.
I didn't mean to hurt you.	Aku tidak bermaksud menyakitimu.
I didn't want to waste it.	Aku tidak mau menyia-nyiakannya.
I don't care what happens.	Aku tidak peduli akan apa yang akan terjadi.
I don't have a phone book.	Saya tidak punya buku telepon.
I don't know what I'll do.	Aku tidak tahu apa yang akan kulakukan.
I don't think that's true.	Saya tidak mengira itu benar
I don't want that anymore.	Aku sudah tidak menginginkan itu.
I had to work on an essay.	Tadi aku harus mengerjakan esaiku.
I heard you lost your job.	Aku dengar kau kehilangan pekerjaanmu.
I just finished breakfast.	Saya baru saja selesai makan pagi.
I just told Tom the truth.	Aku cuma memberitahu Tom yang sebenarnya.
I like both dogs and cats.	Aku suka anjing dan kucing.
I need someone to talk to.	Saya perlu seseorang untuk diajak bicara.
I need to get some stamps.	Aku butuh beberapa perangko.
I prefer modern furniture.	Aku lebih suka mebel modern.
I saw it with my own eyes.	Aku melihatnya dengan mataku sendiri.
I saw you with a tall boy.	Aku melihatmu bersama anak laki-laki yang badannya tinggi.
I should ask, shouldn't I?	Aku harus bertanya, bukan?
I think Tom is aggressive.	Aku pikir Tom adalah seorang yang agresif.
I think that ghosts exist.	Aku pikir hantu itu ada.
I think that she's honest.	Kurasa dia jujur.
I think that you're wrong.	Aku pikir kau salah.
I think they're using you.	Aku pikir mereka memperalat kamu.
I want something to drink.	Aku menginginkan sesuatu untuk diminum.
I want you to work harder.	Aku ingin kamu bekerja lebih keras lagi.
I watched TV this morning.	Aku menonton TV pagi ini.
I wish I had this problem.	Saya berharap saya memperoleh problem ini.
I work for an oil company.	Saya bekerja di sebuah perusahaan minyak.
I'd like something to eat.	Aku menginginkan sesuatu untuk dimakan.
I'd like the bill, please.	Tolong bonnya.
I'd like to know for sure.	Aku ingin tahu secara pasti.
I'd rather die than leave.	Lebih baik aku mati daripada aku pergi.
I'll get this bag for you.	Aku akan membelikan tas ini untukmu.
I'll give you this camera.	Aku akan memberimu kamera ini.
I'll go to Tokyo by train.	Aku akan pergi ke Tokyo dengan kereta.
I'll go to a museum today.	Aku akan pergi ke sebuah museum hari ini.
I'll lend you my notebook.	Aku akan meminjamkanmu buku catatanku.
I'll return home tomorrow.	Saya akan pulang kerumah besok.
I'll visit a museum today.	Aku akan mengunjungi sebuah museum hari ini.
I'll wait at the bus stop.	Akan kutunggu di halte bus.
I'm delighted to meet you.	Senang bertemu denganmu.
I'm glad I could help out.	Saya senang bisa membantu.
I'm going to be out today.	Aku akan bepergian hari ini.
I'm going to the restroom.	Saya akan pergi ke toilet sebentar.
I'm looking forward to it.	Aku menantikannya.
I'm not always so lenient.	Aku tidak selalu bersikap toleran.
I'm not really that sorry.	Aku tidak begitu menyesal.
I'm not what I used to be.	Aku tidak sama seperti dulu.
I'm telling you the truth.	Aku mengatakan padamu yang sebenarnya.
I've been writing letters.	Aku sedang menulis surat.
I've eaten too much today.	Aku terlalu banyak makan hari ini.
I've got a plane to catch.	Pesawatku sudah mau berangkat.
I've just finished eating.	Aku baru saja selesai makan.
I've never been to Europe.	Aku belum pernah ke Eropa?
If you don't eat, you die.	Kau akan mati jika kau tidak makan.
Is it something important?	Apakah ini penting?
Is this water OK to drink?	Apa air ini baik untuk diminum?
It depends on the context.	Itu tergantung pada konteks.
It doesn't take very long.	Tidak memerlukan waktu lama.
It is best left untouched.	Lebih baik kita meninggalkannya tidak tersentuh.
It is out of the question.	Ini di luar pertanyaan?
It seems overpriced to me.	Sepertinya itu terlalu mahal bagiku.
It's OK to be scared, Tom.	Tak apa untuk takut, Tom.
It's OK to be scared, Tom.	Tidak masalah merasa takut, Tom.
It's Tom's birthday today.	Hari ini ulang tahun Tom.
It's time to go to school.	Waktunya pergi ke sekolah.
Keep your classroom clean.	Jagalah kebersihan kelasmu.
Let me say goodbye to Tom.	Biarkan saya mengucapkan selamat tinggal kepada Tom.
Let's do it one more time.	Mari kita melakukannya sekali lagi.
Let's do it when he comes.	Mari kita melakukannya ketika ia tiba.
Let's get out of the rain.	Mari kita mencari tempat untuk berteduh.
Let's talk about your job.	Mari kita membicarakan tentang pekerjaanmu.
Mary likes milk very much.	Mary sangat suka susu.
May I have a bus schedule?	Boleh saya meminta sebuah jadwal keberangkatan bus?
May I see your claim tags?	Bolehkah saya melihat kupon Anda?
Maybe I'll leave tomorrow.	Mungkin besok saya akan pergi.
Maybe Tom would like that.	Mungkin Tom akan menyukai itu.
My apartment is near here.	Apartemen saya ada di dekat sini.
My battery is running out.	Baterai saya habis.
My home is in the country.	Rumahku di kampung.
Nature is full of mystery.	Alam semesta penuh dengan misteri.
One of the guards is dead.	Salah seorang dari para penjaga mati.
Pizza is my favorite food.	Piza adalah makanan favoritku.
Please lend me your knife.	Tolong pinjamkan aku pisaumu.
Please pass me the butter.	Tolong ambilkan aku menteganya.
Please turn off the light.	Tolong matikan lampunya.
Please turn off the radio.	Tolong matikan radionya.
Read it once more, please.	Tolong bacalah sekali lagi.
School begins at 8:10 a.m.	Kegiatan sekolah dimulai pada pukul 8:10 pagi.
School starts next Monday.	Sekolah mulai Senin depan.
She's got the best grades.	Dia mendapatkan nilai terbaik.
She's pregnant with twins.	Kandungannya kembar.
Some people never grow up.	Beberapa orang tidak pernah menjadi dewasa.
Tell Tom I don't like him.	Beritahu Tom aku tidak suka padanya.
Tell me why he was absent.	Beritahu aku kenapa dia tidak hadir.
Thanks for your hard work.	Terima kasih atas kerja kerasmu.
That is a reputable store.	Itu adalah toko yang terkemuka.
That tie really suits you.	Dasi itu benar-benar cocok denganmu.
That'll remain our secret.	Itu akan tetap menjadi rahasia kita.
The doctor gave it to her.	Dokter itu memberikannya padanya.
The event made him famous.	Kejadian itu membuat dia terkenal.
The police can't find Tom.	Polisi tidak berhasil menemukan Tom.
The pond is 3 meters deep.	Kedalaman kolam tersebut tiga meter.
The rain lasted four days.	Hujannya bertahan selama empat hari.
The station is pretty far.	Stasiunnya lumayan jauh.
The train arrived on time.	Keretanya tiba tepat waktu.
There are no health risks.	Tidak ada resiko-resiko kesehatan.
There's not enough coffee.	Kopinya kurang.
They accomplished nothing.	Mereka tidak menyelesaikan apapun.
They didn't find the bomb.	Mereka tidak menemukan bomnya.
They have plenty of money.	Mereka punya banyak uang.
They rejected my proposal.	Mereka menolak proposalku.
They were waiting for Tom.	Mereka sedang menunggu Tom.
They won the silver medal.	Mereka memenangkan medali perak.
This is a fantastic place.	Ini adalah tempat yang sangat bagus.
This is my younger sister.	Ini adikku.
This is my younger sister.	Ini adik perempuanku.
This room is large enough.	Ruangan ini cukup luas.
This wasn't cheap, was it?	Ini tidak murah, bukan?
Tom always makes me laugh.	Tom selalu membuatku tertawa.
Tom appeared to be crying.	Tom kelihatannya menangis.
Tom asked us to be silent.	Tom meminta kami untuk diam.
Tom clicked off the light.	Tom mematikan lampunya.
Tom clicked the light off.	Tom mematikan lampunya.
Tom doesn't like the idea.	Tom tidak menyukai ide tersebut.
Tom had to clean his room.	Tom harus membersihkan kamarnya.
Tom has a bad disposition.	Tom mempunyai perangai yang buruk.
Tom is Mary's best friend.	Tom adalah teman baik Mary.
Tom is a lot better today.	Tom jauh lebih baik hari ini.
Tom is careless, isn't he?	Tom itu masa bodoh, kan?
Tom is finishing his work.	Tom sedang menyelesaikan pekerjaannya.
Tom is growing a mustache.	Tom menumbuhkan kumis.
Tom is here to protect me.	Tom di sini untuk melindungiku.
Tom is mentally disturbed.	Tom terganggu secara mental.
Tom is not in his bedroom.	Tom tidak sedang berada di kamarnya.
Tom is sitting on a chair.	Tom sedang duduk diatas sebuah kursi.
Tom isn't afraid of death.	Tom tidak takut mati.
Tom isn't as rich as Mary.	Tom tidak sekaya Mary.
Tom isn't very photogenic.	Tom tidak terlalu cocok untuk difoto.
Tom isn't watching TV now.	Tom tidak sedang menonton TV sekarang.
Tom knows he's in trouble.	Tom tahu dia dalam masalah.
Tom likes science fiction.	Tom menyukai sains fiksi.
Tom likes to travel alone.	Tom suka melakukan perjalanan sendirian.
Tom loves science fiction.	Tom menyukai sains fiksi.
Tom may have already left.	Tom mungkin saja sudah pergi.
Tom may have been injured.	Tom mungkin saja terluka.
Tom never arrives on time.	Tom tidak pernah datang tepat waktu.
Tom really likes antiques.	Tom sungguh menyukai barang antik.
Tom really makes me angry.	Tom sungguh membuatku marah.
Tom took part in the race.	Tom ikut berpartisipasi pada balapan.
Tom tried to deceive Mary.	Tom mencoba menipu Mary.
Tom wants to meet with me.	Tom ingin bertemu denganku.
Tom was working part-time.	Tom bekerja paruh waktu.
Tom wiped the table clean.	Tom mengelap mejanya sampai bersih.
Turn on the light, please.	Tolong nyalakan lampu.
Turn on the light, please.	Tolong nyalakan lampunya.
Turn on the radio, please.	Bisa tolong nyalakan radionya.
We are having a good time.	Kami bersenang-senang.
We go abroad every summer.	Kami pergi ke luar negri setiap musim panas.
We had a chat for a while.	Kami berbincang sebentar.
We had a lot of furniture.	Kami memiliki banyak sekali furnitur.
We need to speak with you.	Kami perlu bicara dengan Anda.
We prepared for an attack.	Kami bersiap untuk melancarkan serangan.
We walked among the trees.	Kami berjalan di antara pepohonan.
We were caught in a storm.	Kami terperangkap dalam badai.
We will fight to the last.	Kita akan berjuang sampai akhir.
We're all so proud of you.	Kami semua sangat bangga padamu.
We're going to be rescued.	Kita akan diselamatkan.
We've done the impossible.	Kami telah melakukan hal yang mustahil.
We've got to do something.	Kita harus melakukan sesuatu.
What color are Tom's eyes?	Apa warna mata Tom?
What do you want to drink?	Kamu mau minum apa?
What do you want to drink?	Kau mau minum apa?
What do you want to drink?	Mau minum apa?
What do you want to drink?	Apa yang ingin kau minum?
What do you want to drink?	Anda ingin minum apa?
What goes on in this room?	Apa yang sedang terjadi di ruangan ini?
What have you done to Tom?	Apa yang sudah kau perbuat pada Tom?
What kind of test is that?	Ujian apa itu?
What number bus do I take?	Bus nomor berapa yang saya ambil?
What symptoms do you have?	Gejala-gejala apa saja yang Anda alami?
What time are you leaving?	Kamu berangkat jam berapa?
What time is it there now?	Di sana pukul berapa sekarang?
What time is it there now?	Di sana sekarang jam berapa?
What'll you have to drink?	Kamu mau minum apa?
What'll you have to drink?	Kau mau minum apa?
What'll you have to drink?	Mau minum apa?
What's that on your shirt?	Apa yang ada di bajumu itu?
What's your friend's name?	Nama temanmu siapa?
When are you walking home?	Kapan kamu pulang ke rumah?
When did it begin to rain?	Kapan hujannya mulai turun?
When did you realize that?	Kapan kamu menyadari hal itu?
When does the movie start?	Kapan filmnya mulai?
When will you return home?	Kapan kamu kembali ke rumah?
When will you return home?	Kapan kamu akan kembali ke rumah?
Where are you going to go?	Kau mau pergi ke mana?
Where are you going to go?	Anda akan pergi ke mana?
Where are you guys headed?	Kalian mau menuju ke mana?
Where did you get the hat?	Dari mana kamu dapat topi itu?
Where does she want to go?	Dia ingin pergi ke mana?
Where is the bus terminal?	Di mana terminal busnya?
Where is the nearest bank?	Di mana bank terdekat?
Where's the train station?	Stasiun kereta ada di mana?
Where's the train station?	Ada di mana stasiun kereta apinya?
Where's the train station?	Stasiun kereta apinya di mana?
Who painted this painting?	Siapa yang melukis lukisan ini?
Why can't we go visit Tom?	Kenapa kita tidak bisa mengunjungi Tom?
Why did you come to Japan?	Kenapa kau datang ke Jepang?
Why didn't you believe me?	Kenapa kau tidak mempercayaiku?
Why do I have to help Tom?	Mengapa aku harus menolong Tom?
Why doesn't Tom like Mary?	Kenapa Tom tidak menyukai Mary?
Would you care to join me?	Maukah Anda bergabung dengan saya?
Would you like some fruit?	Apakah Anda mau buah?
Write on every other line.	Tulislah tiap setelah satu baris.
Yesterday was my birthday.	Kemarin adalah hari ulang tahunku.
You are selling him short.	Kau meremehkan dia.
You are tired, aren't you?	Kamu lelah, ya?
You have a gift for music.	Kamu punya bakat di bidang musik.
You have the wrong number.	Kau salah memasukkan nomor telepon.
You have to pay the price.	Kau harus membayar harganya
You must control yourself.	Kamu harus mengendalikan dirimu.
You must not give up hope.	Kamu tidak boleh berhenti berharap.
You ought to see a doctor.	Kamu harus pergi ke dokter.
You seem to be a busy guy.	Kau terlihat seperti orang sibuk.
You seem to be a busy man.	Kau terlihat seperti orang sibuk.
You should be proud of me.	Kau harusnya bangga denganku.
You'd better listen to me.	Ada baiknya kamu mendengarkanku.
You'd better not go there.	Sebaiknya kamu tidak pergi ke sana.
You'd better see a doctor.	Sebaiknya kau pergi ke dokter.
You're not yourself today.	Kamu tidak seperti dirimu hari ini.
You're too drunk to drive.	Kau terlalu mabuk untuk mengemudi.
You've done a perfect job.	Kau mengerjakannya dengan sempurna.
You've given me your cold.	Aku tertular pilekmu.
Your English is improving.	Bahasa Inggrismu meningkat.
A minute has sixty seconds.	Dalam satu menit ada 60 detik.
A student wants to see you.	Seorang siswa ingin bertemu dengan Anda.
Add 5 and 2, and you get 7.	5 tambah 2, hasilnya 7.
After all, it's reasonable.	Lagipula, itu masuk akal.
Are you a Japanese student?	Apakah kamu siswa dari Jepang?
Are you certain about that?	Apa kau yakin dengan hal itu?
Are you certain about this?	Apa kau yakin dengan hal ini?
Are you sure that's enough?	Kamu yakin itu cukup?
Aren't you being very rude?	Tidakkah kamu menjadi sangat kasar?
At what time does it close?	Jam berapa tutupnya?
Banks open at nine o'clock.	Bank buka pada pukul sembilan.
Be sure to bring rain gear.	Jangan lupa membawa jas hujan.
Bring me a bucket of water.	Bawakan aku seember air.
Can I borrow your scissors?	Boleh pinjam gunting?
Can I borrow your scissors?	Boleh aku pinjam guntingmu?
Can I find you on Facebook?	Bisakah aku menemukanmu di Facebook?
Can you lend me 10,000 yen?	Bisakah kau meminjamkanku 10.000 yen?
